Description,Sold_qty,return_qyt,Return_rate
KINGS CHOICE SMALL TUBE MATCHES,117,0.0,0.0
KINGS CHOICE TEA CADDY ,2651,61.0,2.3010184835910974
KISS REINDEER SCANDINAVIAN STOCKING,5,6.0,120.0
KISSING REINDEER TABLE RUNNER,1,0.0,0.0
KITCHEN FLOWER POTS WALL PLAQUE,585,0.0,0.0
KITCHEN METAL SIGN,5595,13.0,0.2323503127792672
KITTENS DESIGN FLANNEL,1789,2.0,0.11179429849077697
KITTY PENCIL ERASERS,2652,28.0,1.0558069381598794
KNEELING MAT HOUSEWORK  DESIGN,1536,36.0,2.34375
KNICKERBOCKERGLORY MAGNET ASSORTED ,2221,169.0,7.609185051778478
KNITTED MUG COSY IVORY COLOUR ,597,13.0,2.1775544388609713
KNITTED POM POM HOT WATER BOTTLE,6,0.0,0.0
KNITTED RABBIT DOLL ,55,0.0,0.0
KNITTED RAINBOW HOT WATER BOTTLE,53,8.0,15.09433962264151
KNITTED UNION FLAG HOT WATER BOTTLE,6830,60.0,0.8784773060029283
L BLUE C/COVER W PINK/YELLOW FLOWER,8,0.0,0.0
LA JARDIN BOTANIQUE CUSHION COVER,87,0.0,0.0
LA PALMIERA METAL SIGN CALENDAR,764,0.0,0.0
LA PALMIERA TILE COASTER,773,0.0,0.0
LA PALMIERA TILE HOOK,953,435.0,45.64533053515215
LA PALMIERA WALL THERMOMETER,452,372.0,82.30088495575221
LA STREGA CANVAS PICTURE ,74,0.0,0.0
LADIES & GENTLEMEN METAL SIGN,8361,26.0,0.3109675876091377
LADLE LOVE HEART PINK,1096,24.0,2.18978102189781
LADLE LOVE HEART RED ,1489,12.0,0.8059100067159166
LADS ONLY TISSUE BOX,2978,107.0,3.593015446608462
LADYBIRD + BEE RAFFIA FOOD COVER,1056,0.0,0.0
LANDMARK FRAME BAKER STREET ,350,0.0,0.0
LANDMARK FRAME CAMDEN TOWN ,568,0.0,0.0
LANDMARK FRAME COVENT GARDEN ,436,1.0,0.22935779816513763
LANDMARK FRAME LONDON BRIDGE ,415,0.0,0.0
LANDMARK FRAME NOTTING HILL ,421,0.0,0.0
LANDMARK FRAME OXFORD STREET,422,0.0,0.0
LANTERN CREAM GAZEBO ,1551,52.0,3.352675693101225
LARGE  TALL CAMPHOR WOOD TOADSTOOL ,183,0.0,0.0
LARGE ANTIQUE WHITE PHOTO FRAME,523,10.0,1.9120458891013385
LARGE APOTHECARY MEASURING JAR ,51,0.0,0.0
LARGE BLACK DIAMANTE HAIRSLIDE,4,0.0,0.0
LARGE BLUE ORIENTAL FOLDING STOOL,136,0.0,0.0
LARGE BLUE PROVENCAL CERAMIC BALL,135,7.0,5.185185185185185
LARGE BONNE JAM JAR  T-LIGHT HOLDER,255,2.0,0.7843137254901961
LARGE CAKE STAND  HANGING STRAWBERY,2171,114.0,5.25103638876094
LARGE CAKE STAND HANGING HEARTS,733,26.0,3.547066848567531
LARGE CAKE TOWEL CHOCOLATE SPOTS,925,0.0,0.0
LARGE CAKE TOWEL PINK SPOTS,1640,6.0,0.3658536585365854
"LARGE CAKE TOWEL, CHOCOLATE SPOTS",248,2.0,0.8064516129032258
LARGE CAMPHOR WOOD FIELD MUSHROOM ,134,0.0,0.0
LARGE CERAMIC TOP STORAGE JAR,3114,102.0,3.275529865125241
LARGE CHINESE STYLE SCISSOR,2314,0.0,0.0
LARGE CHUNKY GLASS ROMAN BOWL,299,13.0,4.3478260869565215
LARGE CIRCULAR MIRROR MOBILE,13968,903.0,6.4647766323024065
LARGE CRYSTAL DIAMANTE HAIRSLIDE,78,0.0,0.0
LARGE DECO JEWELLERY STAND,263,1.0,0.38022813688212925
LARGE ENGLISH ARBORETUM,113,3.0,2.6548672566371683
LARGE FIBRE OPTIC CHRISTMAS TREE,21,0.0,0.0
LARGE GLASS ROSE SCENTED CANDLE ,684,0.0,0.0
LARGE GLASS SUNDAE DISH CLEAR,1005,0.0,0.0
LARGE GREEN PEONY FOLDING STOOL,131,0.0,0.0
LARGE HANGING GLASS+ZINC LANTERN,560,0.0,0.0
LARGE HANGING IVORY & RED WOOD BIRD,3455,27.0,0.7814761215629523
LARGE HEART FLOWERS HOOK   ,587,25.0,4.258943781942079
LARGE HEART MEASURING SPOONS,5043,19.0,0.3767598651596272
LARGE IVORY HEART WALL ORGANISER,782,1.0,0.1278772378516624
LARGE JEWELLERY STAND,10,0.0,0.0
LARGE MEDINA STAMPED METAL BOWL ,559,4.0,0.7155635062611807
LARGE MINT DIAMANTE HAIRSLIDE,38,0.0,0.0
LARGE PARLOUR FRAME,27,0.0,0.0
LARGE PARLOUR PICTURE FRAME,85,0.0,0.0
LARGE PINK GLASS SUNDAE DISH,1092,32.0,2.93040293040293
LARGE PINK PEONY FOLDING STOOL,136,0.0,0.0
LARGE POPCORN HOLDER ,6323,176.0,2.783488850229322
LARGE PURPLE BABUSHKA NOTEBOOK  ,2437,18.0,0.7386130488305294
LARGE RED BABUSHKA NOTEBOOK ,2696,1.0,0.0370919881305638
LARGE RED RETROSPOT WINDMILL,2712,732.0,26.991150442477874
LARGE RED SPOT WINDMILL,2945,12.0,0.40747028862478774
LARGE ROUND CUTGLASS CANDLESTICK,156,10.0,6.41025641025641
LARGE ROUND WICKER PLATTER ,437,0.0,0.0
LARGE SKULL WINDMILL,301,1.0,0.33222591362126247
LARGE SPOTTY CHOCOLATE GIFT BAG,2,0.0,0.0
LARGE STRAWBERRY CHOCOLATE CANDLE,65,0.0,0.0
LARGE STRIPES CHOCOLATE GIFT BAG,1413,20.0,1.4154281670205235
LARGE TAHITI BEACH BAG,238,0.0,0.0
LARGE TORTILLA DESIGN RED BOWL,367,1.0,0.2724795640326975
LARGE TRIFLE DESIGN L BLUE BOWL,230,0.0,0.0
LARGE WHITE CHOCOLATE CANDLE,1,0.0,0.0
LARGE WHITE HEART OF WICKER,3069,63.0,2.0527859237536656
LARGE WHITE HONEYCOMB PAPER BELL  ,1479,0.0,0.0
LARGE WHITE/PINK ROSE ART FLOWER,650,24.0,3.6923076923076925
LARGE YELLOW BABUSHKA NOTEBOOK ,1204,12.0,0.9966777408637874
LARGE ZINC GLASS CANDLEHOLDER,78,0.0,0.0
LARGE ZINC HEART WALL ORGANISER,1065,0.0,0.0
LARGE ZINC/GLASS CANDLEHOLDER,27,0.0,0.0
LASER CUT MULTI STRAND NECKLACE,5,0.0,0.0
LAUNDRY 15C METAL SIGN,5641,6.0,0.10636411983690834
LAUREL HEART ANTIQUE GOLD,525,0.0,0.0
LAUREL HEART ANTIQUE SILVER,1309,0.0,0.0
LAUREL STAR ANTIQUE GOLD,379,0.0,0.0
LAUREL STAR ANTIQUE SILVER ,430,0.0,0.0
LAVENDER INCENSE 40 CONES IN TIN,173,0.0,0.0
LAVENDER INCENSE IN TIN,2085,0.0,0.0
LAVENDER SCENT CAKE CANDLE,1926,48.0,2.4922118380062304
LAVENDER SCENTED FABRIC HEART,5666,60.0,1.0589481115425343
LAVENDER SCENTED SET/9 T-LIGHTS,1039,0.0,0.0
LAVENDER TOILETTE BOTTLE,557,0.0,0.0
LAZER CUT NECKLACE W PASTEL BEADS,59,0.0,0.0
LE GRAND TRAY CHIC SET,152,2.0,1.3157894736842104
LE JARDIN BOTANIQUE CUSHION COVER,559,4.0,0.7155635062611807
LEAVES MAGNETIC  SHOPPING LIST,24,0.0,0.0
LED TEA LIGHTS,634,0.0,0.0
LEOPARD PRINT HOT WATER BOTTLE,51,0.0,0.0
LETS GO SHOPPING COTTON TOTE BAG,732,9.0,1.2295081967213115
"LETTER ""A"" BLING KEY RING",213,6.0,2.8169014084507045
"LETTER ""B"" BLING KEY RING",75,0.0,0.0
"LETTER ""C"" BLING KEY RING",165,6.0,3.6363636363636362
"LETTER ""D"" BLING KEY RING",100,0.0,0.0
"LETTER ""E"" BLING KEY RING",142,6.0,4.225352112676056
"LETTER ""F"" BLING KEY RING",44,0.0,0.0
"LETTER ""G"" BLING KEY RING",100,7.0,7.000000000000001
"LETTER ""H"" BLING KEY RING",83,0.0,0.0
"LETTER ""I"" BLING KEY RING",62,6.0,9.67741935483871
"LETTER ""J"" BLING KEY RING",157,6.0,3.821656050955414
"LETTER ""K"" BLING KEY RING",154,1.0,0.6493506493506493
"LETTER ""L"" BLING KEY RING",176,8.0,4.545454545454546
"LETTER ""M"" BLING KEY RING",138,0.0,0.0
"LETTER ""N"" BLING KEY RING",78,0.0,0.0
"LETTER ""O"" BLING KEY RING",36,0.0,0.0
"LETTER ""P"" BLING KEY RING",77,6.0,7.792207792207792
"LETTER ""R"" BLING KEY RING",91,0.0,0.0
"LETTER ""S"" BLING KEY RING",184,6.0,3.260869565217391
"LETTER ""T"" BLING KEY RING",57,0.0,0.0
"LETTER ""U"" BLING KEY RING",13,0.0,0.0
"LETTER ""V"" BLING KEY RING",38,0.0,0.0
"LETTER ""W"" BLING KEY RING",19,0.0,0.0
"LETTER ""Y"" BLING KEY RING",68,0.0,0.0
"LETTER ""Z"" BLING KEY RING",31,0.0,0.0
LETTER HOLDER HOME SWEET HOME,625,3.0,0.48
LETTER SHAPE PENCIL SHARPENER,4158,110.0,2.6455026455026456
LIBRARY LAMP,42,4.0,9.523809523809524
LIGHT BIRD HOUSE TREE DECORATION,834,4.0,0.4796163069544364
LIGHT DECORATION BATTERY OPERATED,31,0.0,0.0
LIGHT GARLAND BUTTERFILES PINK,1623,25.0,1.5403573629081946
LIGHT PINK CHERRY LIGHTS,1433,458.0,31.960921144452197
LIGHT PINK FLOCK GLASS CANDLEHOLDER,840,0.0,0.0
LIGHT TOPAZ TEAL/AQUA COL NECKLACE,7,0.0,0.0
LIGHTHOUSE PRINTED METAL SIGN,80,0.0,0.0
LILAC DIAMANTE PEN IN GIFT BOX,628,0.0,0.0
LILAC FEATHERS CURTAIN,14,0.0,0.0
LILAC FLOWER BLOCK TABLE LAMP,78,2.0,2.564102564102564
LILAC GAUZE BUTTERFLY LAMPSHADE,68,0.0,0.0
LILAC VOTIVE CANDLE,220,0.0,0.0
LILLIES CANVAS PICTURE,233,0.0,0.0
LILY BROOCH AMETHYST COLOUR,49,0.0,0.0
LILY BROOCH OLIVE COLOUR,50,0.0,0.0
LILY BROOCH WHITE/SILVER COLOUR,7,0.0,0.0
LION SOCK PUPPET,37,0.0,0.0
LIPSTICK PEN BABY PINK,2111,1.0,0.047370914258645196
LIPSTICK PEN FUSCHIA,4721,45.0,0.9531878839228977
LIPSTICK PEN RED,6847,10.0,0.1460493646852636
LITTLE FLOWER SHOPPER BAG,400,400.0,100.0
LITTLE GREEN MONSTER SOFT TOY,40,0.0,0.0
LITTLE PINK MONSTER SOFT TOY,47,0.0,0.0
LOCAL CAFE MUG,1400,1.0,0.07142857142857142
LOLITA  DESIGN  COTTON TOTE BAG,1029,17.0,1.6520894071914478
LONDON BUS COFFEE MUG,4334,16.0,0.36917397323488693
LONG SILVER NECKLACE PASTEL FLOWER,27,1.0,3.7037037037037033
LOO ROLL  METAL SIGN ,340,12.0,3.5294117647058822
LOUVRE CHALKBOARD,49,1.0,2.0408163265306123
LOUVRE VANITY MIRROR,132,2.0,1.5151515151515151
LOVE BUILDING BLOCK WORD,5643,48.0,0.8506113769271665
LOVE GARLAND PAINTED ZINC ,3467,1196.0,34.49668301124892
LOVE HEART NAPKIN BOX ,758,4.0,0.5277044854881267
LOVE HEART POCKET WARMER,4438,2.0,0.04506534474988734
LOVE HEART SOCK HANGER,1989,3.0,0.1508295625942685
LOVE HEART TRINKET POT,3435,11.0,0.32023289665211063
LOVE HOT WATER BOTTLE,2359,9.0,0.38151759220008474
LOVE LARGE WOOD LETTERS ,556,16.0,2.877697841726619
LOVE POTION MASALA INCENSE,456,0.0,0.0
LOVE SEAT ANTIQUE WHITE METAL,58,4.0,6.896551724137931
LOVEBIRD HANGING DECORATION WHITE ,9771,123.0,1.2588271415412957
LOVELY BONBON STICKER SHEET,906,0.0,0.0
LUNCH BAG  BLACK SKULL.,26678,1211.0,4.539320788664818
LUNCH BAG ALPHABET DESIGN,7830,448.0,5.721583652618135
LUNCH BAG APPLE DESIGN,12147,59.0,0.48571663785296787
LUNCH BAG CARS BLUE,24596,1140.0,4.634899983737193
LUNCH BAG DOILEY PATTERN ,6551,4.0,0.0610593802472905
LUNCH BAG DOLLY GIRL DESIGN,9951,68.0,0.6833484071952568
LUNCH BAG PAISLEY PARK  ,3385,10.0,0.29542097488921715
LUNCH BAG PINK POLKADOT,11751,157.0,1.3360565058292913
LUNCH BAG PINK POLKADOTS,10,0.0,0.0
LUNCH BAG PINK RETROSPOT,8914,128.0,1.4359434597262732
LUNCH BAG RED RETROSPOT,22232,596.0,2.680820439006837
LUNCH BAG RED SPOTTY,18085,335.0,1.8523638374343379
LUNCH BAG RED VINTAGE DOILY,1576,0.0,0.0
LUNCH BAG SPACEBOY DESIGN ,19604,253.0,1.2905529483778821
LUNCH BAG SUKI  DESIGN ,14347,44.0,0.3066843242489719
LUNCH BAG SUKI DESIGN ,10301,144.0,1.3979225317930297
LUNCH BAG VINTAGE DOILEY ,71,0.0,0.0
LUNCH BAG VINTAGE DOILY ,6548,36.0,0.5497861942577886
LUNCH BAG VINTAGE LEAF DESIGN,6308,73.0,1.157260621433101
LUNCH BAG WOODLAND,22118,1015.0,4.589022515598155
LUNCH BOX I LOVE LONDON,15941,336.0,2.107772410764695
LUNCH BOX WITH CUTLERY FAIRY CAKES ,1588,5.0,0.3148614609571789
LUNCH BOX WITH CUTLERY RETROSPOT ,5678,31.0,0.5459668897499119
LUNCHBAG PINK RETROSPOT,108,0.0,0.0
LUNCHBAG SPACEBOY DESIGN ,644,0.0,0.0
LUNCHBAG SUKI  DESIGN ,410,0.0,0.0
LUNCHBOX I LOVE LONDON,1,1.0,100.0
LUNCHBOX WITH CUTLERY FAIRY CAKES ,1451,15.0,1.0337698139214335
LUNCHBOX WITH CUTLERY RETROSPOT ,1412,34.0,2.4079320113314444
LUSH GREENS RIBBONS,2130,0.0,0.0
M/COLOUR POM-POM CURTAIN,8,0.0,0.0
MA CAMPAGNE 4 DRAWER WALL SHELF,203,0.0,0.0
MA CAMPAGNE CUTLERY BOX,655,44.0,6.7175572519083975
MA CAMPAGNE MINI WOODEN CHEST,301,10.0,3.322259136212625
MADRAS NOTEBOOK LARGE ,398,12.0,3.015075376884422
MADRAS NOTEBOOK MEDIUM,1014,12.0,1.183431952662722
MAGAZINE RACK GEBRA ASSORTED ,730,0.0,0.0
MAGIC DRAWING SLATE BAKE A CAKE ,4471,72.0,1.6103779915007828
MAGIC DRAWING SLATE BUNNIES ,4166,120.0,2.8804608737397985
MAGIC DRAWING SLATE CIRCUS PARADE  ,7944,0.0,0.0
MAGIC DRAWING SLATE DINOSAUR,5717,48.0,0.8396011894350184
MAGIC DRAWING SLATE DOLLY GIRL ,9873,48.0,0.48617441507140685
MAGIC DRAWING SLATE FIDO,360,0.0,0.0
MAGIC DRAWING SLATE GO TO THE FAIR ,2341,0.0,0.0
MAGIC DRAWING SLATE LEAP FROG ,2766,0.0,0.0
MAGIC DRAWING SLATE PURDEY,8443,131.0,1.551581191519602
MAGIC DRAWING SLATE SPACEBOY ,12603,139.0,1.102912005078156
MAGIC GARDEN FELT GARLAND ,425,12.0,2.823529411764706
MAGIC GARDEN MOUNT FUJI,157,0.0,0.0
MAGIC SHEEP WOOL GROWING FROM PAPER,1838,120.0,6.528835690968444
MAGIC SLATE BAKE A CAKE ,48,0.0,0.0
MAGIC SLATE BUNNIES AT HOME ,288,0.0,0.0
MAGIC SLATE CIRCUS PARADE  ,192,0.0,0.0
MAGIC SLATE DINOSAUR,144,0.0,0.0
MAGIC SLATE DOLLY GIRL ,192,0.0,0.0
MAGIC SLATE FIDO,288,0.0,0.0
MAGIC SLATE GO TO THE FAIR ,96,0.0,0.0
MAGIC SLATE LEAP FROG ,96,0.0,0.0
MAGIC SLATE SPACEBOY ,288,0.0,0.0
MAGIC TREE -PAPER FLOWERS,1856,5.0,0.26939655172413796
MAGNETS PACK OF 4 CHILDHOOD MEMORY,4040,24.0,0.594059405940594
MAGNETS PACK OF 4 HOME SWEET HOME,2450,25.0,1.0204081632653061
MAGNETS PACK OF 4 RETRO PHOTO,1895,12.0,0.6332453825857519
MAGNETS PACK OF 4 SWALLOWS,4239,96.0,2.264685067232838
MAGNETS PACK OF 4 VINTAGE COLLAGE,3431,14.0,0.40804430195278346
MAGNETS PACK OF 4 VINTAGE LABELS ,1715,12.0,0.6997084548104956
MAKE YOUR OWN FLOWERPOWER CARD KIT,1502,6.0,0.3994673768308922
MAKE YOUR OWN MONSOON CARD KIT,1515,62.0,4.092409240924092
MAKE YOUR OWN PLAYTIME CARD KIT,1002,2.0,0.19960079840319359
MAN FLU METAL SIGN,3436,16.0,0.46565774155995343
MANHATTAN CANVAS ART PICTURE,20,0.0,0.0
MARAKESH LANTERN LARGE,30,0.0,0.0
MARAKESH LANTERN SMALL ,199,0.0,0.0
MARIE ANTOIENETT TRINKET BOX GOLD,1,0.0,0.0
MARIE ANTOINETTE TRINKET BOX GOLD,314,76.0,24.203821656050955
MARIE ANTOINETTE TRINKET BOX SILVER,334,72.0,21.55688622754491
MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,345,0.0,0.0
MAXWELL 2 TONE PINK 60 PAGE PHOTO A,186,0.0,0.0
MEASURING TAPE BABUSHKA BLUE,698,7.0,1.002865329512894
MEASURING TAPE BABUSHKA PINK,1089,7.0,0.642791551882461
MEASURING TAPE BABUSHKA RED,751,14.0,1.8641810918774968
MEASURING TAPE RUSSIAN DOLL BLUE,103,1.0,0.9708737864077669
MEASURING TAPE RUSSIAN DOLL PINK,182,6.0,3.296703296703297
MEASURING TAPE RUSSIAN DOLL RED,654,0.0,0.0
MEDINA STAMPED METAL STOOL,65,7.0,10.76923076923077
MEDINA STAMPED METAL TRAY ,3,1.0,33.33333333333333
MEDIUM CERAMIC TOP STORAGE JAR,78033,74494.0,95.46473927697257
MEDIUM CHINESE STYLE SCISSOR,1572,0.0,0.0
MEDIUM MEDINA STAMPED METAL BOWL ,936,1.0,0.10683760683760685
MEDIUM PARLOUR FRAME ,22,0.0,0.0
MEDIUM PARLOUR PICTURE FRAME ,136,2.0,1.4705882352941175
MEDIUM PINK BUDDHA HEAD ,109,0.0,0.0
MEDIUM WHITE/PINK ROSE ART FLOWER,250,3.0,1.2
MEMO BOARD COTTAGE DESIGN,3773,19.0,0.5035780545984627
MEMO BOARD RETROSPOT  DESIGN,5455,24.0,0.4399633363886343
METAL 4 HOOK HANGER FRENCH CHATEAU,5026,146.0,2.904894548348587
METAL BASE FOR CANDLES,177,0.0,0.0
METAL DECORATION NAUGHTY CHILDREN ,2155,12.0,0.5568445475638051
METAL HERB GERDEN CONTAINER,24,0.0,0.0
METAL MEDINA LANTERN ,298,2.0,0.6711409395973155
METAL MERRY CHRISTMAS WREATH,3113,94.0,3.0195952457436555
METAL RABBIT LADDER EASTER ,198,16.0,8.080808080808081
METAL SHELF WITH RAIL ,378,4.0,1.0582010582010581
METAL SIGN CUPCAKE SINGLE HOOK,1186,20.0,1.6863406408094435
METAL SIGN DROP YOUR PANTS,1275,6.0,0.4705882352941176
METAL SIGN EMPIRE TEA,2889,1.0,0.034614053305642094
METAL SIGN HER DINNER IS SERVED ,1765,1.0,0.05665722379603399
METAL SIGN HIS DINNER IS SERVED,823,18.0,2.187120291616039
METAL SIGN NEIGHBOURHOOD WITCH ,2401,2.0,0.08329862557267806
METAL SIGN TAKE IT OR LEAVE IT ,6976,129.0,1.849197247706422
"METAL SIGN,CUPCAKE SINGLE HOOK",2188,45.0,2.056672760511883
METAL TUBE CHIME ON BAMBOO,1217,0.0,0.0
METAL WALL SHELF UNIT WITH HOOKS,30,0.0,0.0
METALIC LEAVES BAG CHARMS,97,0.0,0.0
MIDNIGHT BLUE COPPER FLOWER NECKLAC,29,1.0,3.4482758620689653
MIDNIGHT BLUE CRYSTAL DROP EARRINGS,15,0.0,0.0
MIDNIGHT BLUE DROP CRYSTAL NECKLACE,13,0.0,0.0
MIDNIGHT BLUE GLASS/SILVER BRACELET,49,6.0,12.244897959183673
MIDNIGHT BLUE PAIR HEART HAIR SLIDE,51,7.0,13.725490196078432
MIDNIGHT BLUE VINTAGE EARRINGS,115,8.0,6.956521739130435
MIDNIGHT GLAMOUR SCARF KNITTING KIT,632,3.0,0.4746835443037975
MILK BOTTLE WITH GLASS STOPPER ,257,5.0,1.9455252918287937
MILK MAIDS MUG ,219,20.0,9.1324200913242
MILK PAN BLUE POLKADOT,226,5.0,2.2123893805309733
MILK PAN BLUE RETROSPOT,311,9.0,2.8938906752411575
MILK PAN PINK POLKADOT,331,4.0,1.2084592145015105
MILK PAN PINK RETROSPOT,743,27.0,3.6339165545087484
MILK PAN RED RETROSPOT,1402,15.0,1.0699001426533523
MINATURE COLOURED GARDENING SET,737,19.0,2.578018995929444
MINI  ZINC GARDEN DECORATIONS ,1378,1.0,0.07256894049346879
MINI CAKE STAND  HANGING STRAWBERY,4925,51.0,1.0355329949238579
MINI CAKE STAND HANGING HEARTS,361,14.0,3.8781163434903045
MINI CAKE STAND T-LIGHT HOLDER,2721,21.0,0.7717750826901874
MINI CAKE STAND WITH HANGING CAKES,3691,94.0,2.546735302086155
MINI FUNKY DESIGN TAPES,2103,0.0,0.0
MINI HAND WARMER BABUSHKA DESIGN,108,0.0,0.0
MINI HIGHLIGHTER PENS,15121,480.0,3.1743932279611133
MINI JIGSAW BAKE A CAKE ,3247,0.0,0.0
MINI JIGSAW BUNNIES,3019,49.0,1.6230539913878768
MINI JIGSAW BUNNIES AT HOME,432,0.0,0.0
MINI JIGSAW CIRCUS PARADE ,6162,3.0,0.04868549172346641
MINI JIGSAW DINOSAUR ,1980,2.0,0.10101010101010101
MINI JIGSAW DOLLY GIRL,5654,1.0,0.017686593562079942
MINI JIGSAW FIDO,672,0.0,0.0
MINI JIGSAW GO TO THE FAIR,1443,0.0,0.0
MINI JIGSAW LEAP FROG,1245,0.0,0.0
MINI JIGSAW PURDEY,3703,1.0,0.027005130974885227
MINI JIGSAW SPACEBOY,9382,91.0,0.9699424429759114
MINI LADLE LOVE HEART PINK,528,0.0,0.0
MINI LADLE LOVE HEART RED ,865,0.0,0.0
MINI LIGHTS WOODLAND MUSHROOMS,1798,20.0,1.1123470522803114
MINI PAINT SET VINTAGE ,42286,281.0,0.6645225370098851
MINI PAINT SET VINTAGE  BOY+ GIRL,1260,0.0,0.0
MINI PAINTED GARDEN DECORATION ,2831,0.0,0.0
MINI PLAYING CARDS BUFFALO BILL ,2882,0.0,0.0
MINI PLAYING CARDS DOLLY GIRL ,2627,2.0,0.07613247049866768
MINI PLAYING CARDS FUN FAIR ,1062,0.0,0.0
MINI PLAYING CARDS GYMKHANA,2521,0.0,0.0
MINI PLAYING CARDS SPACEBOY ,2723,0.0,0.0
MINI WOODEN HAPPY BIRTHDAY GARLAND,5104,603.0,11.814263322884013
MINIATURE ANTIQUE ROSE HOOK IVORY,2091,13.0,0.6217120994739359
MINITURE ANTIQUE ROSE HOOK IVORY,48,0.0,0.0
MINT DINER CLOCK,2,0.0,0.0
MINT DINER WALL CLOCK,371,1.0,0.2695417789757413
MINT GREEN ROSE TOWEL,420,1.0,0.2380952380952381
MINT KITCHEN SCALES,1600,16.0,1.0
MIRROR CORNICE,112,7.0,6.25
MIRROR LOVE BIRD T-LIGHT HOLDER,374,0.0,0.0
MIRROR MOSAIC CANDLE PLATE,1187,0.0,0.0
MIRROR MOSAIC GOBLET CANDLE HOLDER,692,241.0,34.82658959537572
MIRROR MOSAIC HURRICANE LAMP ,509,121.0,23.772102161100197
MIRROR MOSAIC T-LIGHT HOLDER ,1842,721.0,39.14223669923996
MIRROR MOSAIC T-LIGHT HOLDER ROUND,1746,483.0,27.66323024054983
MIRROR MOSAIC VOTIVE HOLDER,1909,325.0,17.024620220010476
"MIRROR, ARCHED GEORGIAN",200,0.0,0.0
MIRRORED DISCO BALL ,1349,73.0,5.411415863602668
MIRRORED DOVE WALL DECORATION,343,2.0,0.5830903790087464
MIRRORED WALL ART FOXY,54,0.0,0.0
MIRRORED WALL ART GENTS,211,0.0,0.0
MIRRORED WALL ART LADIES,201,0.0,0.0
MIRRORED WALL ART PHOTO FRAMES,238,0.0,0.0
MIRRORED WALL ART POPPIES,404,0.0,0.0
MIRRORED WALL ART SKULLS,470,0.0,0.0
MIRRORED WALL ART SNOWFLAKES,636,12.0,1.8867924528301887
MIRRORED WALL ART SPLODGES,133,0.0,0.0
MIRRORED WALL ART STARS,469,0.0,0.0
MIRRORED WALL ART TABLE LAMP,156,0.0,0.0
MISELTOE HEART WREATH ,80,0.0,0.0
MISELTOE HEART WREATH CREAM,240,0.0,0.0
MISELTOE HEART WREATH WHITE,78,0.0,0.0
MISO PRETTY  GUM,42,0.0,0.0
MISTLETOE HEART WREATH CREAM,624,6.0,0.9615384615384616
MISTLETOE HEART WREATH GREEN,882,9.0,1.0204081632653061
MIXED NUTS LIGHT GREEN BOWL,812,6.0,0.7389162561576355
MOBILE VINTAGE HEARTS ,699,48.0,6.866952789699571
MOCK LOBSTER FRIDGE MAGNET,530,0.0,0.0
MODERN CHRISTMAS BAUBLE CANDLE ,12,0.0,0.0
MODERN CHRISTMAS TREE CANDLE,6,0.0,0.0
MODERN CHRISTMAS TREE CANDLE ,3,0.0,0.0
MODERN FLORAL STATIONERY SET,2453,12.0,0.48919690175295555
MODERN VINTAGE COTTON SHOPPING BAG,894,0.0,0.0
MONEY BOX BISCUITS DESIGN,1638,14.0,0.8547008547008548
MONEY BOX CONFECTIONERY DESIGN,638,37.0,5.799373040752351
MONEY BOX FIRST ADE DESIGN,394,36.0,9.137055837563452
MONEY BOX FIRST AID DESIGN,44,0.0,0.0
MONEY BOX HOUSEKEEPING DESIGN,1339,12.0,0.8961911874533234
MONEY BOX KINGS CHOICE DESIGN,2451,50.0,2.039983680130559
MONEY BOX POCKET MONEY DESIGN,1618,13.0,0.8034610630407911
MONSTERS STENCIL CRAFT,3978,0.0,0.0
MONTANA DIAMOND CLUSTER EARRINGS,12,1.0,8.333333333333332
MONTANA DIAMOND CLUSTER NECKLACE,10,0.0,0.0
MOODY BOY  DOOR HANGER ,2105,77.0,3.6579572446555817
MOODY GIRL DOOR HANGER ,2587,97.0,3.749516814843448
MOON INCENSE,50,0.0,0.0
MOP PENDANT SHELL NECKLACE,11,0.0,0.0
MORE BUTTER METAL SIGN ,1615,2.0,0.12383900928792571
MOROCCAN BEATEN METAL DISH,166,5.0,3.0120481927710845
MOROCCAN BEATEN METAL DISH LARGE,110,3.0,2.727272727272727
MOROCCAN BEATEN METAL MIRROR,270,21.0,7.777777777777778
MOROCCAN TEA GLASS,11973,238.0,1.9878058966006849
MOSAIC CANDLE DISH BLUE PURPLE,144,0.0,0.0
MOSAIC GLASS BALL CANDLEHOLDER,97,1.0,1.0309278350515463
MOTHER'S KITCHEN SPOON REST ,226,8.0,3.5398230088495577
MOTORING TISSUE BOX,2346,48.0,2.0460358056265986
MOUSE TOY WITH PINK T-SHIRT,1057,4.0,0.3784295175023652
MOUSEY LONG LEGS SOFT TOY,294,0.0,0.0
MR ROBOT SOFT TOY,361,4.0,1.10803324099723
MRS ROBOT SOFT TOY,273,1.0,0.3663003663003663
"MUG , DOTCOMGIFTSHOP.COM ",14,0.0,0.0
MUG AND COASTER SET RED CIRCLES,378,0.0,0.0
MUG PINK AND PURPLE ARABIC DESIGN,6,0.0,0.0
MULTI COLOUR SILVER T-LIGHT HOLDER,21605,156.0,0.7220550798426291
MULTI HEARTS  STICKERS,1077,2.0,0.18570102135561745
MULTICOLOUR  CONFETTI IN TUBE,453,21.0,4.635761589403973
MULTICOLOUR 3D BALLS GARLAND,669,21.0,3.1390134529147984
